"Grupo";"Norma";"Título";"Publicación";"Organismo";"idNorma";"idParte";"Url"
"Régimen Penitenciario";"Decreto 809";"PROMULGA LA CONVENCION INTERAMERICANA PARA PREVENIR Y SANCIONAR LA TORTURA  ADOPTADA EL 9 DE DICIEMBRE DE 1985 POR LA ORGANIZACION DE LOS ESTADOS AMERICANOS EN EL DECIMOQUINTO PERIODO ORDINARIO DE SESIONES DE LA ASAMBLEA GENERAL";"26-NOV-1988";"MINISTERIO DE RELACIONES EXTERIORES";"15728";"0";"https://www.leychile.cl/Navegar?idNorma=15728&idParte=0"
"Régimen Penitenciario";"Decreto 580";"ESTABLECE NORMAS SOBRE TRASLADO DE PERSONAS CONDENADAS";"14-OCT-1986";"MINISTERIO DE JUSTICIA";"14387";"0";"https://www.leychile.cl/Navegar?idNorma=14387&idParte=0"
"Régimen Penitenciario";"Decreto 1120";"REGLAMENTO DE LA LEY N° 18.216 (AÑO 1983) (ALTERNATIVAS A LAS PENAS PRIVATIVAS DE LIBERTAD)";"18-ENE-1984";"MINISTERIO DE JUSTICIA";"16899";"0";"https://www.leychile.cl/Navegar?idNorma=16899&idParte=0"
"Régimen Penitenciario";"Decreto 1542";"REGLAMENTO SOBRE INDULTOS PARTICULARES";"07-ENE-1982";"MINISTERIO DE JUSTICIA";"18047";"0";"https://www.leychile.cl/Navegar?idNorma=18047&idParte=0"
"Régimen Penitenciario";"Decreto 64";"REGLAMENTA LA ELIMINACION DE PRONTUARIOS PENALES  DE ANOTACIONES  Y EL OTORGAMIENTO DE CERTIFICADOS DE ANTECEDENTES";"27-ENE-1960";"MINISTERIO DE JUSTICIA";"8524";"0";"https://www.leychile.cl/Navegar?idNorma=8524&idParte=0"
"Régimen Penitenciario";"Decreto con Fuerza de Ley 1791";"ESTATUTO DE PERSONAL PERTENECIENTE A LAS PLANTAS I Y II DE GENDARMERIA DE CHILE";"04-SEP-1980";"MINISTERIO DE JUSTICIA";"5618";"0";"https://www.leychile.cl/Navegar?idNorma=5618&idParte=0"
"Régimen Penitenciario";"Decreto Ley 2859";"FIJA LEY ORGANICA DE GENDARMERIA DE CHILE";"15-SEP-1979";"MINISTERIO DE JUSTICIA";"7015";"0";"https://www.leychile.cl/Navegar?idNorma=7015&idParte=0"
"Régimen Penitenciario";"Decreto Ley 222";"EXTIENDE BENEFICIO DE SALIDAS DIARIAS Y DOMINICALES BAJO PALABRA DE HONOR DE REOS REMATADOS";"02-ENE-1974";"MINISTERIO DE JUSTICIA";"216041";"0";"https://www.leychile.cl/Navegar?idNorma=216041&idParte=0"
"Régimen Penitenciario";"Decreto Ley 409";"ESTABLECE NORMAS RELATIVAS REOS";"18-AGO-1932";"MINISTERIO DE JUSTICIA";"170285";"0";"https://www.leychile.cl/Navegar?idNorma=170285&idParte=0"
"Régimen Penitenciario";"Decreto Ley 645";"SOBRE EL REGISTRO GENERAL DE CONDENAS";"28-OCT-1925";"MINISTERIO DE JUSTICIA";"6251";"0";"https://www.leychile.cl/Navegar?idNorma=6251&idParte=0"
"Régimen Penitenciario";"Decreto Ley 321";"SOBRE LIBERTAD CONDICIONAL PARA LAS PERSONAS CONDENADAS A PENAS PRIVATIVAS DE LIBERTAD";"12-MAR-1925";"MINISTERIO DE JUSTICIA";"5979";"0";"https://www.leychile.cl/Navegar?idNorma=5979&idParte=0"
"Residuos";"Ley 21445";"MODIFICA LA REGULACIÓN SOBRE CONTRATACIÓN  PRESTACIÓN Y PAGO DEL SERVICIO DE EXTRACCIÓN DE RESIDUOS SÓLIDOS DOMICILIARIOS";"28-ABR-2022";"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA";"1175403";"0";"https://www.leychile.cl/Navegar?idNorma=1175403&idParte=0"
"Residuos";"Ley 21161";"MODIFICA LA LEY DE TRÁNSITO PARA PRECISAR LAS AUTORIZACIONES REQUERIDAS PARA TRANSPORTAR DESECHOS";"30-MAY-2019";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"1132091";"0";"https://www.leychile.cl/Navegar?idNorma=1132091&idParte=0"
"Residuos";"Ley 20920";"ESTABLECE MARCO PARA LA GESTIÓN DE RESIDUOS  LA RESPONSABILIDAD EXTENDIDA DEL PRODUCTOR Y FOMENTO AL RECICLAJE";"01-JUN-2016";"MINISTERIO DEL MEDIO AMBIENTE";"1090894";"0";"https://www.leychile.cl/Navegar?idNorma=1090894&idParte=0"
"Residuos";"Ley 20879";"SANCIONA EL TRANSPORTE DE DESECHOS HACIA VERTEDEROS CLANDESTINOS";"25-NOV-2015";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"1084262";"0";"https://www.leychile.cl/Navegar?idNorma=1084262&idParte=0"
"Residuos";"Ley 20600";"CREA LOS TRIBUNALES AMBIENTALES";"28-JUN-2012";"MINISTERIO DEL MEDIO AMBIENTE";"1041361";"0";"https://www.leychile.cl/Navegar?idNorma=1041361&idParte=0"
"Residuos";"Ley 20417";"CREA EL MINISTERIO  EL SERVICIO DE EVALUACIÓN AMBIENTAL Y LA SUPERINTENDENCIA DEL MEDIO AMBIENTE";"26-ENE-2010";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1010459";"0";"https://www.leychile.cl/Navegar?idNorma=1010459&idParte=0"
"Residuos";"Ley 18902";"CREA LA SUPERINTENDENCIA DE SERVICIOS SANITARIOS";"27-ENE-1990";"MINISTERIO DE ECONOMÍA";"30274";"0";"https://www.leychile.cl/Navegar?idNorma=30274&idParte=0"
"Residuos";"Decreto 1";"ESTABLECE NORMA DE EMISIÓN DE LUMINOSIDAD ARTIFICIAL GENERADA POR ALUMBRADOS DE EXTERIORES  ELABORADA A PARTIR DE LA REVISIÓN DEL DECRETO SUPREMO Nº 43  DE 2012  DEL MINISTERIO DEL MEDIO AMBIENTE";"18-OCT-2023";"MINISTERIO DEL MEDIO AMBIENTE";"1197027";"0";"https://www.leychile.cl/Navegar?idNorma=1197027&idParte=0"
"Residuos";"Decreto 64";"APRUEBA REGLAMENTO QUE ESTABLECE CONDICIONES SOBRE TRATAMIENTO Y DISPOSICIÓN FINAL DE DESECHOS PROVENIENTES DE ACTIVIDADES DE ACUICULTURA";"16-MAR-2021";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  SUBSECRETARÍA DE PESCA Y ACUICULTURA";"1157006";"0";"https://www.leychile.cl/Navegar?idNorma=1157006&idParte=0"
"Residuos";"Decreto 12";"ESTABLECE METAS DE RECOLECCIÓN Y VALORIZACIÓN Y OTRAS OBLIGACIONES ASOCIADAS DE ENVASES Y EMBALAJES";"16-MAR-2021";"MINISTERIO DEL MEDIO AMBIENTE";"1157019";"0";"https://www.leychile.cl/Navegar?idNorma=1157019&idParte=0"
"Residuos";"Decreto 8";"REGLAMENTO QUE REGULA EL PROCEDIMIENTO DE ELABORACIÓN DE LOS DECRETOS SUPREMOS ESTABLECIDOS EN LA LEY N° 20.920";"30-NOV-2017";"MINISTERIO DEL MEDIO AMBIENTE";"1111512";"0";"https://www.leychile.cl/Navegar?idNorma=1111512&idParte=0"
"Residuos";"Decreto 43";"APRUEBA EL REGLAMENTO DE ALMACENAMIENTO DE SUSTANCIAS PELIGROSAS";"29-MAR-2016";"MINISTERIO DE SALUD";"1088802";"0";"https://www.leychile.cl/Navegar?idNorma=1088802&idParte=0"
"Residuos";"Decreto 2";"REGULA AUTORIZACIÓN DE MOVIMIENTOS TRANSFRONTERIZOS DE RESIDUOS PELIGROSOS CONSISTENTES EN BATERÍAS DE PLOMO USADAS";"03-JUL-2010";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"1014982";"0";"https://www.leychile.cl/Navegar?idNorma=1014982&idParte=0"
"Residuos";"Decreto 6";"APRUEBA REGLAMENTO SOBRE MANEJO DE RESIDUOS DE ESTABLECIMIENTOS DE ATENCIÓN DE SALUD (REAS)";"04-DIC-2009";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"1008725";"0";"https://www.leychile.cl/Navegar?idNorma=1008725&idParte=0"
"Residuos";"Decreto 160";"APRUEBA REGLAMENTO DE SEGURIDAD PARA LAS INSTALACIONES Y OPERACIONES DE PRODUCCIÓN Y REFINACIÓN  TRANSPORTE  ALMACENAMIENTO  DISTRIBUCIÓN Y ABASTECIMIENTO DE COMBUSTIBLES LÍQUIDOS";"07-JUL-2009";"MINISTERIO DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN,  SUBSECRETARÍA DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN";"1004120";"0";"https://www.leychile.cl/Navegar?idNorma=1004120&idParte=0"
"Residuos";"Decreto 189";"APRUEBA REGLAMENTO SOBRE CONDICIONES SANITARIAS Y DE SEGURIDAD BÁSICAS EN LOS RELLENOS SANITARIOS";"05-ENE-2008";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"268137";"0";"https://www.leychile.cl/Navegar?idNorma=268137&idParte=0"
"Residuos";"Decreto 209";"FIJA VALORES DE TOXICIDAD DE LAS SUSTANCIAS PARA EFECTOS DEL REGLAMENTO SANITARIO SOBRE MANEJO DE RESIDUOS PELIGROSOS";"15-MAR-2006";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"248131";"0";"https://www.leychile.cl/Navegar?idNorma=248131&idParte=0"
"Residuos";"Decreto 173";"APRUEBA REGLAMENTO DE LABORATORIOS PRIVADOS DE SALUD PUBLICA DE CARACTERIZACION DE RESIDUOS PELIGROSOS";"23-ENE-2006";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"246682";"0";"https://www.leychile.cl/Navegar?idNorma=246682&idParte=0"
"Residuos";"Decreto 190";"SUSTANCIAS CANCERIGENAS  MANEJO DE RESIDUOS PELIGROSOS ";"31-OCT-2005";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"243386";"0";"https://www.leychile.cl/Navegar?idNorma=243386&idParte=0"
"Residuos";"Decreto 148";"APRUEBA REGLAMENTO SANITARIO SOBRE MANEJO DE RESIDUOS PELIGROSOS";"16-JUN-2004";"MINISTERIO DE SALUD";"226458";"0";"https://www.leychile.cl/Navegar?idNorma=226458&idParte=0"
"Residuos";"Decreto 45";"PROMULGA EL ACUERDO CON ALEMANIA SOBRE EL PROYECTO "GESTION DE RESIDUOS PELIGROSOS EN CHILE"";"30-ABR-2004";"MINISTERIO DE RELACIONES EXTERIORES";"224395";"0";"https://www.leychile.cl/Navegar?idNorma=224395&idParte=0"
"Residuos";"Decreto 46";"ESTABLECE NORMA DE EMISION DE RESIDUOS LIQUIDOS A AGUAS SUBTERRANEAS";"17-ENE-2003";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"206883";"0";"https://www.leychile.cl/Navegar?idNorma=206883&idParte=0"
"Residuos";"Decreto 90";"ESTABLECE NORMA DE EMISION PARA LA REGULACION DE CONTAMINANTES ASOCIADOS A LAS DESCARGAS DE RESIDUOS LIQUIDOS A AGUAS MARINAS Y CONTINENTALES SUPERFICIALES";"07-MAR-2001";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"182637";"0";"https://www.leychile.cl/Navegar?idNorma=182637&idParte=0"
"Residuos";"Decreto 609";"ESTABLECE NORMA DE EMISION PARA LA REGULACION DE CONTAMINANTES ASOCIADOS A LAS DESCARGAS DE RESIDUOS INDUSTRIALES LIQUIDOS A SISTEMAS DE ALCANTARILLADO";"20-JUL-1998";"MINISTERIO DE OBRAS PÚBLICAS";"121486";"0";"https://www.leychile.cl/Navegar?idNorma=121486&idParte=0"
"Residuos";"Decreto 2385";"FIJA TEXTO REFUNDIDO Y SISTEMATIZADO DEL DECRETO LEY NUM. 3.063  DE 1979  SOBRE RENTAS MUNICIPALES";"20-NOV-1996";"MINISTERIO DEL INTERIOR";"18967";"0";"https://www.leychile.cl/Navegar?idNorma=18967&idParte=0"
"Residuos";"Decreto 298";"REGLAMENTA TRANSPORTE DE CARGAS PELIGROSAS POR CALLES Y CAMINOS";"11-FEB-1995";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"12087";"0";"https://www.leychile.cl/Navegar?idNorma=12087&idParte=0"
"Residuos";"Decreto 685";"PROMULGA EL "CONVENIO DE BASILEA SOBRE EL CONTROL DE LOS MOVIMIENTOS TRANSFRONTERIZOS DE LOS DESECHOS PELIGROSOS Y SU ELIMINACION"";"13-OCT-1992";"MINISTERIO DE RELACIONES EXTERIORES";"87460";"0";"https://www.leychile.cl/Navegar?idNorma=87460&idParte=0"
"Residuos";"Resolución 31 EXENTA";"APRUEBA "INSTRUCCIÓN GENERAL PARA LA VIGILANCIA AMBIENTAL DEL COMPONENTE AGUA EN RELACIÓN A DEPÓSITOS DE RELAVES"";"28-ENE-2022";"MINISTERIO DEL MEDIO AMBIENTE,  SUPERINTENDENCIA DEL MEDIO AMBIENTE";"1171893";"0";"https://www.leychile.cl/Navegar?idNorma=1171893&idParte=0"
"Residuos";"Decreto con Fuerza de Ley 1";"FIJA EL TEXTO REFUNDIDO  COORDINADO Y SISTEMATIZADO DE LA LEY Nº 18.695  ORGANICA CONSTITUCIONAL DE MUNICIPALIDADES";"26-JUL-2006";"MINISTERIO DEL INTERIOR,  SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO";"251693";"0";"https://www.leychile.cl/Navegar?idNorma=251693&idParte=0"
"Residuos";"Decreto con Fuerza de Ley 1";"DETERMINA MATERIAS QUE REQUIEREN AUTORIZACION SANITARIA EXPRESA";"21-FEB-1990";"MINISTERIO DE SALUD";"3439";"0";"https://www.leychile.cl/Navegar?idNorma=3439&idParte=0"
"Residuos";"Decreto con Fuerza de Ley 725";"CODIGO SANITARIO";"31-ENE-1968";"MINISTERIO DE SALUD PÚBLICA";"5595";"0";"https://www.leychile.cl/Navegar?idNorma=5595&idParte=0"
"Residuos";"Decreto Ley 3557";"ESTABLECE DISPOSICIONES SOBRE PROTECCION AGRICOLA";"09-FEB-1981";"MINISTERIO DE AGRICULTURA";"7178";"0";"https://www.leychile.cl/Navegar?idNorma=7178&idParte=0"
"Residuos";" ";"APRUEBA LEY SOBRE BASES GENERALES DEL MEDIO AMBIENTE";"";"";"30667";"0";"https://www.leychile.cl/Navegar?idNorma=30667&idParte=0"
"Resoluciones";"Resolución 523 EXENTA";"APRUEBA RESOLUCIÓN COMPLEMENTARIA DEL DECRETO SUPREMO N°18  DE 2020  DEL MINISTERIO DEL DEPORTE  Y SUS ANEXOS";"21-AGO-2024";"MINISTERIO DEL DEPORTE";"1206040";"0";"https://www.leychile.cl/Navegar?idNorma=1206040&idParte=0"
"Resoluciones";"Resolución 1934 EXENTA";"ESTABLECE ZONAS RESTRINGIDAS EN LA CIUDAD DE SANTIAGO  POR JUEGOS PANAMERICANOS 2023";"26-OCT-2023";"MINISTERIO DE DEFENSA NACIONAL,  SUBSECRETARÍA PARA LAS FUERZAS ARMADAS,  FUERZA AÉREA DE CHILE,  DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL";"1197291";"0";"https://www.leychile.cl/Navegar?idNorma=1197291&idParte=0"
"Resoluciones";"Resolución 4317 EXENTA";"MODIFICA RESOLUCIONES EXENTAS QUE INDICA DE LA SECRETARÍA REGIONAL MINISTERIAL DE TRANSPORTES Y TELECOMUNICACIONES DE LA REGIÓN METROPOLITANA CON OCASIÓN DE JUEGOS PANAMERICANOS Y PARAPANAMERICANOS SANTIAGO 2023";"20-OCT-2023";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1197120";"0";"https://www.leychile.cl/Navegar?idNorma=1197120&idParte=0"
"Resoluciones";"Resolución 632 EXENTA";"APRUEBA RESOLUCIÓN COMPLEMENTARIA Y ANEXOS DEL DECRETO SUPREMO N° 26  DE 2023  DEL MINISTERIO DEL DEPORTE  QUE APRUEBA NUEVO REGLAMENTO DE PREMIOS POR LA OBTENCIÓN DE LOGROS DEPORTIVOS";"20-OCT-2023";"MINISTERIO DEL DEPORTE";"1197122";"0";"https://www.leychile.cl/Navegar?idNorma=1197122&idParte=0"
"Resoluciones";"Resolución 318 EXENTA";"ESTABLECE FORMALIDADES QUE INDICA PARA SOLICITAR LAS AUTORIZACIONES SEÑALADAS EN LA LEY Nº 21.564  QUE REGULA BENEFICIOS PARA PROMOVER LA REALIZACIÓN EN CHILE DE EVENTOS DEPORTIVOS OFICIALES DE RELEVANCIA INTERNACIONAL";"08-JUN-2023";"MINISTERIO DEL DEPORTE";"1193179";"0";"https://www.leychile.cl/Navegar?idNorma=1193179&idParte=0"
"Resoluciones";"Resolución 1710 EXENTA";"EXTRACTO DE RESOLUCIÓN N° 1.710 DE 10.05.2023  DE LA DIRECCIÓN NACIONAL DE ADUANAS  AUTORIZA RÉGIMEN DE ADMISIÓN TEMPORAL Y FIJA PROCEDIMIENTO PARA LAS MERCANCÍAS QUE INGRESEN AL PAÍS EN EL CONTEXTO DE LOS JUEGOS PANAMERICANOS Y PARAPANAMERICANOS "SANTIAGO 2023"";"25-MAY-2023";"MINISTERIO DE HACIENDA,  SERVICIO NACIONAL DE ADUANAS,  DIRECCIÓN NACIONAL";"1192568";"0";"https://www.leychile.cl/Navegar?idNorma=1192568&idParte=0"
"Resoluciones";"Resolución 3687 EXENTA";"ESTABLECE PISTAS DE USO EXCLUSIVO PARA BUSES URBANOS DE TRANSPORTE PÚBLICO EN TRAMO DE AV. INDEPENDENCIA QUE INDICA";"05-AGO-2022";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1179654";"0";"https://www.leychile.cl/Navegar?idNorma=1179654&idParte=0"
"Resoluciones";"Resolución 172 EXENTA";"LLÁMASE A POSTULACIÓN EN CONDICIONES ESPECIALES PARA EL OTORGAMIENTO DE SUBSIDIOS HABITACIONALES PARA EL TRAMO 3 DEL SISTEMA INTEGRADO DE SUBSIDIO HABITACIONAL REGULADO POR EL DS N° 1 (V. Y U.) DE 2011  EN LA MODALIDAD DE ADQUISICIÓN DE VIVIENDAS  ALTERNATIVA DE POSTULACIÓN INDIVIDUAL  PARA LOS PROYECTOS DE INTEGRACIÓN SOCIAL "VILLA PANAMERICANA LOTE B" Y "VILLA PANAMERICANA LOTE C" UBICADOS EN LA CIUDAD PARQUE BICENTENARIO DE LA COMUNA DE CERRILLOS DE LA REGIÓN METROPOLITANA";"17-FEB-2022";"MINISTERIO DE VIVIENDA Y URBANISMO,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1172735";"0";"https://www.leychile.cl/Navegar?idNorma=1172735&idParte=0"
"Resoluciones";"Resolución 1220 EXENTA";"MODIFÍCASE LA RESOLUCIÓN Nº 64 EXENTA DE LA SEREMI METROPOLITANA DE VIVIENDA Y URBANISMO DE FECHA 26 DE ENERO 2021  QUE APRUEBA LA NÓMINA DE PROYECTOS SELECCIONADOS DEL LLAMADO A POSTULACIÓN EN CONDICIONES ESPECIALES DE PROYECTOS HABITACIONALES DEL PROGRAMA DE INTEGRACIÓN SOCIAL Y TERRITORIAL  DS Nº 19 (V. Y U.)  DE 2016  EN TERRENOS DE PROPIEDAD DEL SERVIU METROPOLITANO  UBICADOS EN LA CIUDAD PARQUE BICENTENARIO  DE LA COMUNA DE CERRILLOS  DISPUESTO POR LA RESOLUCIÓN Nº 1.058 EXENTA Y...";"12-OCT-2021";"MINISTERIO DE VIVIENDA Y URBANISMO,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1166285";"0";"https://www.leychile.cl/Navegar?idNorma=1166285&idParte=0"
"Resoluciones";"Resolución 1550 EXENTA";"MODIFICA RESOLUCIÓN Nº 1.059 EXENTA  DE FECHA 25 DE AGOSTO DE 2020  DEL SEREMI METROPOLITANO DE VIVIENDA Y URBANISMO  QUE LLAMA A POSTULACIÓN EN CONDICIONES ESPECIALES PARA LA PRESENTACIÓN DE PROYECTOS HABITACIONALES DEL PROGRAMA DE INTEGRACIÓN SOCIAL Y TERRITORIAL  REGULADO POR EL DS Nº 19 (V. Y U.)  DE 2016  EN TERRENO DE PROPIEDAD DE SERVIU DE LA REGIÓN METROPOLITANA  UBICADO EN LA CIUDAD PARQUE BICENTENARIO DE LA COMUNA DE CERRILLOS";"10-DIC-2020";"MINISTERIO DE VIVIENDA Y URBANISMO,  SECRETARÍA REGIONAL MINISTERIAL XIII REGIÓN METROPOLITANA";"1153093";"0";"https://www.leychile.cl/Navegar?idNorma=1153093&idParte=0"
"Resoluciones";"Resolución 1218 EXENTA";"MODIFICA RESOLUCIÓN N° 831 EXENTA (V. Y U.)  DE 2020  QUE AUTORIZA LA APLICACIÓN DEL PROGRAMA DE INTEGRACIÓN SOCIAL Y TERRITORIAL  REGULADO POR EL DS N° 19 (V. Y U.)  DE 2016  Y LA REALIZACIÓN DE LLAMADO A CONCURSO PARA LA PRESENTACIÓN DE PROYECTOS EN TERRENO PROPIEDAD DEL SERVIU REGIÓN METROPOLITANA  EN LA COMUNA DE CERRILLOS";"02-SEP-2020";"MINISTERIO DE VIVIENDA Y URBANISMO";"1149015";"0";"https://www.leychile.cl/Navegar?idNorma=1149015&idParte=0"
"Resoluciones";"Resolución 1058 EXENTA";"LLAMA A POSTULACIÓN EN CONDICIONES ESPECIALES PARA LA PRESENTACIÓN DE PROYECTOS HABITACIONALES DEL PROGRAMA DE INTEGRACIÓN SOCIAL Y TERRITORIAL  REGULADO POR EL DS N° 19 (V. Y U.)  DE 2016  EN TERRENO DE PROPIEDAD DE SERVIU DE LA REGIÓN METROPOLITANA  UBICADO EN LA CIUDAD PARQUE BICENTENARIO DE LA COMUNA DE CERRILLOS";"31-AGO-2020";"MINISTERIO DE VIVIENDA Y URBANISMO,  SECRETARÍA REGIONAL MINISTERIAL XIII REGIÓN METROPOLITANA";"1148845";"0";"https://www.leychile.cl/Navegar?idNorma=1148845&idParte=0"
"Resoluciones";"Resolución 831 EXENTA";"AUTORIZA LA APLICACIÓN DEL PROGRAMA DE INTEGRACIÓN SOCIAL Y TERRITORIAL  REGULADO POR EL D.S. Nº 19 (V. Y U.)  DE 2016  Y LA REALIZACIÓN DE LLAMADO A CONCURSO PARA LA PRESENTACIÓN DE PROYECTOS EN TERRENO PROPIEDAD DEL SERVIU REGIÓN METROPOLITANA  EN LA COMUNA DE CERRILLOS";"20-MAY-2020";"MINISTERIO DE VIVIENDA Y URBANISMO";"1145511";"0";"https://www.leychile.cl/Navegar?idNorma=1145511&idParte=0"
"Resoluciones";"Resolución 3062 EXENTA";"ESTABLECE VÍA EXCLUSIVA CON PRIORIDAD PARA BUSES DE TRANSPORTE PÚBLICO URBANO Y MODIFICA RESOLUCIÓN Nº 388 EXENTA  DE 2007  DE LA SECRETARÍA REGIONAL MINISTERIAL DE TRANSPORTES Y TELECOMUNICACIONES DE LA REGIÓN METROPOLITANA EN EL SENTIDO QUE SE INDICA";"13-MAY-2017";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARÍA DE TRANSPORTES,  SECRETARÍA REGIONAL MINISTERIAL XIII REGIÓN METROPOLITANA";"1102733";"0";"https://www.leychile.cl/Navegar?idNorma=1102733&idParte=0"
"Resoluciones";"Resolución 1138 EXENTA";"ESTABLECE VÍA EXCLUSIVA CON PRIORIDAD PARA BUSES DE TRANSPORTE PÚBLICO URBANO Y MODIFICA RESOLUCIÓN N°388 EXENTA  DE 2007  DE SECRETARÍA REGIONAL MINISTERIAL DE TRANSPORTES Y TELECOMUNICACIONES DE LA REGIÓN METROPOLITANA EN EL SENTIDO QUE SE INDICA";"06-ABR-2016";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1089106";"0";"https://www.leychile.cl/Navegar?idNorma=1089106&idParte=0"
"Resoluciones";"Resolución 447 EXENTA";"ESTABLECE VÍA EXCLUSIVA CON PRIORIDAD PARA BUSES DE TRANSPORTE PÚBLICO URBANO Y MODIFICA RESOLUCIÓN Nº 388/2007 EXENTA  DE SECRETARÍA REGIONAL MINISTERIAL DE TRANSPORTES Y TELECOMUNICACIONES DE LA REGIÓN METROPOLITANA EN EL SENTIDO QUE SE INDICA";"30-ENE-2016";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1087115";"0";"https://www.leychile.cl/Navegar?idNorma=1087115&idParte=0"
"Resoluciones";"Resolución 871 EXENTA";"ESTABLECE VÍA EXCLUSIVA CON PRIORIDAD PARA BUSES DE TRANSPORTE PÚBLICO URBANO Y MODIFICA RESOLUCIÓN Nº 388 EXENTA  DE 2007  EN EL SENTIDO QUE SE INDICA";"28-FEB-2015";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1075143";"0";"https://www.leychile.cl/Navegar?idNorma=1075143&idParte=0"
"Resoluciones";"Resolución 5033 EXENTA";"ESTABLECE PISTAS DE USO EXCLUSIVO PARA BUSES EN TRAMO DE AVENIDA LAS REJAS QUE INDICA";"23-JUL-2014";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARÍA DE TRANSPORTES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1064705";"0";"https://www.leychile.cl/Navegar?idNorma=1064705&idParte=0"
"Resoluciones";"Resolución 4504 EXENTA";"ESTABLECE PISTAS DE USO EXCLUSIVO PARA BUSES EN TRAMO DE AV. VICUÑA MACKENNA Y DEROGA RESOLUCIONES QUE INDICA";"23-OCT-2012";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARÍA DE TRANSPORTES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1045027";"0";"https://www.leychile.cl/Navegar?idNorma=1045027&idParte=0"
"Resoluciones";"Resolución 3097 EXENTA";"ESTABLECE PISTAS DE USO EXCLUSIVO PARA BUSES EN AV. DEPARTAMENTAL EN EL TRAMO QUE SE INDICA";"02-DIC-2010";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARÍA DE TRANSPORTES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1020424";"0";"https://www.leychile.cl/Navegar?idNorma=1020424&idParte=0"
"Resoluciones";"Resolución 804 EXENTA";"ESTABLECE PISTAS DE USO EXCLUSIVO PARA BUSES EN AV. DORSAL EN LOS TRAMOS QUE SE INDICAN";"27-MAR-2010";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARÍA DE TRANSPORTES,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN METROPOLITANA";"1012068";"0";"https://www.leychile.cl/Navegar?idNorma=1012068&idParte=0"
"Resoluciones";"Resolución 396 EXENTA";"ESTABLECE PISTAS DE USO EXCLUSIVO PARA BUSES EN TRAMO DE AV. LAS INDUSTRIAS QUE INDICA";"23-FEB-2009";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARIA DE TRANSPORTES,  SECRETARIA REGIONAL MINISTERIAL REGION METROPOLITANA";"287499";"0";"https://www.leychile.cl/Navegar?idNorma=287499&idParte=0"
